timestamp, a_x, a_y, a_z, alpha_x, alpha_y, alpha_z
248630.6163641667, -0.24953109741210938, -9.775571594238281, -2.0504362423717977, 0.1118166372179985, -0.06589426845312119, -0.13083192706108093
248630.62638416668, -0.04819976806640625, -9.640851745605469, -1.916764214783907, 0.11081422120332718, -0.13025620579719543, -0.08441437035799026
248630.63640416667, 0.035625897254794835, -9.452543919682503, -1.8600320434570314, 0.07837381213903427, -0.1290958821773529, -0.02832229807972908
248630.64642416668, 0.03547624507918954, -9.42799380004406, -1.9016455078125, 0.042174261063337326, -0.0728861391544342, 0.01850299909710884
248630.65644416667, -0.027991790771484375, -9.552834777832032, -1.9299362374842168, -0.0032173655927181244, -0.020707614719867706, 0.03457728773355484
248630.6664641667, -0.3917353638075292, -9.634115753173829, -1.8814376766979695, -0.0384049154818058, -0.030279546976089478, 0.0025863307528197765
248630.67648416667, -0.5270539673231542, -9.656121164560318, -1.947300859987736, -0.04428822547197342, -0.012537356466054916, -0.029372822493314743
248630.68650316668, -0.5072950561903418, -9.711803614497185, -2.0315753173828126, -0.033063001930713654, 0.014084134250879288, -0.04634461924433708
248630.69652316667, -0.4707710083387792, -9.729915949702264, -2.0619622738659382, -0.01587125100195408, 0.015552709810435772, -0.0512210838496685
248630.70654316669, -0.4186793518066406, -9.664203186035158, -2.0550765927135943, 0.007495058700442314, 0.011996857821941376, -0.04784233123064041
248630.71656316667, -0.3585044860839844, -9.565109837651253, -2.0519329833984377, 0.03102598525583744, 0.012978016398847103, -0.043759796768426895
248630.7265831667, -0.2748285094834864, -9.496253610849381, -2.021396630555391, 0.04368053004145622, 0.010863732546567917, -0.02736218273639679
248630.73660316668, -0.19654127201065422, -9.483828277587891, -1.9766394107043743, 0.04703209921717644, 0.009320538491010666, -0.014366709627211094
248630.7466231667, -0.2395019348524511, -9.517208862304688, -2.011965948790312, 0.044251494109630585, 0.03460405766963959, -0.01624663546681404
248630.75664316668, -0.31329847415909173, -9.544002558588982, -2.0528306771814826, 0.033930517733097076, 0.06552751362323761, -0.02837420254945755
248630.7666631667, -0.34652935188263656, -9.535320612788201, -2.0640576235949992, 0.020018430426716805, 0.08246894925832748, -0.043269526213407516
248630.77668216667, -0.34593061527237295, -9.529033101797104, -2.0438496463000777, 0.018330786377191544, 0.09496583044528961, -0.04551510512828827
248630.7867021667, -0.26764343261718754, -9.507329406738283, -2.0838163885474206, 0.029226843267679214, 0.09845110774040222, -0.03757648915052414
248630.79672216668, -0.1460961731337011, -9.41841372191906, -2.066751728206873, 0.04388709366321564, 0.06927463412284851, -0.02020798623561859
248630.8067421667, -0.027243328895419836, -9.365274810791016, -2.0763319525122643, 0.06365466862916946, 0.03755692020058632, 0.00028290803311392665
248630.81676216668, 0.023950195312500002, -9.378298898935318, -2.093247508853674, 0.09363919496536255, 0.002903380896896124, 0.024944229051470757
248630.8267821667, 0.05269046623259783, -9.408983332514763, -2.0746852304041385, 0.12392093241214752, -0.027169033885002136, 0.048347022384405136
248630.83680216668, 0.05493577877059579, -9.425449091792107, -2.0655545108020306, 0.15653672814369202, -0.02684742957353592, 0.07519269734621048
248630.84682216667, 0.06182142337784172, -9.389525552988053, -2.0252886834740638, 0.1820032000541687, -0.013781162910163403, 0.11755479872226715
248630.8568421667, 0.11526031494140626, -9.338930765390396, -1.9113752746582031, 0.1936013102531433, -0.03448883444070816, 0.17498905956745148
248630.8668611667, 0.058528289794921876, -9.253307647705078, -1.7579440435767175, 0.1889280080795288, -0.1275753676891327, 0.22690072655677795
248630.87688116668, 0.004041613731533289, -9.296417999267579, -1.723964703977108, 0.2188693881034851, -0.19225268065929413, 0.27656397223472595
248630.88690116667, -0.0983454529568553, -9.576634699702263, -2.032622846066952, 0.28278446197509766, -0.17734643816947937, 0.3060912489891052
248630.89692116668, -0.3453318603895605, -9.656868438720704, -2.134710992127657, 0.3584532141685486, -0.14721707999706268, 0.2982177138328552
248630.90694116667, -0.7047344605252147, -9.567204895019533, -2.0136126708984374, 0.39950132369995117, -0.16553270816802979, 0.2347410023212433
248630.9169611667, -0.9360035705566406, -9.577982482910157, -1.890418561398983, 0.42533621191978455, -0.13999421894550323, 0.16465547680854797
248630.92698116667, -0.9789641968533397, -9.64429458618164, -1.8817369079589845, 0.4196932315826416, -0.07695480436086655, 0.09959498047828674
248630.9370011667, -0.9077123657986522, -9.6742317456007, -1.836231390684843, 0.38745415210723877, 0.002617764752358198, 0.04550514742732048
248630.94702116668, -0.8406517823785544, -9.649982172846794, -1.7122886914014817, 0.35541605949401855, 0.07394573837518692, 0.004136671312153339
248630.9570411667, -0.7276368347927928, -9.605524038076402, -1.6543595950305463, 0.32878759503364563, 0.13491876423358917, -0.02248312719166279
248630.96706016667, -0.5589376831054688, -9.535022404789926, -1.5774194464087488, 0.30559971928596497, 0.1670396775007248, -0.028967391699552536
248630.9770801667, -0.42047554336488246, -9.502987849116327, -1.418300482481718, 0.2866070568561554, 0.1518886536359787, -0.01912424899637699
248630.98710016668, -0.30671222526580094, -9.529334818124772, -1.334026317447424, 0.27017053961753845, 0.11622199416160583, -0.0034241138491779566
248630.9971201667, -0.3011736695095897, -9.609866180419923, -1.3126200994849206, 0.25714385509490967, 0.09481513500213623, 0.010049544274806976
248631.00714016668, -0.41269172988832, -9.65477162718773, -1.296453717648983, 0.23950226604938507, 0.08878627419471741, 0.013657861389219761
248631.0171601667, -0.5761518494412303, -9.707463811039926, -1.2540922482311727, 0.20765239000320435, 0.09352902323007584, -0.0025388007052242756
248631.02718016668, -0.7093748474121094, -9.752369842529298, -1.1796966616809368, 0.16251340508460999, 0.09080061316490173, -0.023827577009797096
248631.03720016667, -0.6779402160644532, -9.762698364257814, -1.0840454229712486, 0.1241319552063942, 0.0874757319688797, -0.04077128320932388
248631.04722016669, -0.599952392578125, -9.789492645263673, -1.0761122131347656, 0.08744131773710251, 0.09429981559515, -0.05551294609904289
248631.0572391667, -0.5849834474176169, -9.826914240717889, -1.0499162484705449, 0.045456819236278534, 0.09974750131368637, -0.07502737641334534
248631.06725916668, -0.6433620850369335, -9.866581751704217, -1.0464735540747643, 0.00173597177490592, 0.09207147359848022, -0.09187107533216476
248631.07727916667, -0.7414082336425781, -9.868228912353516, -1.1365866024792195, -0.02919880673289299, 0.13866712152957916, -0.11782845854759216
248631.08729916668, -0.7087760377116502, -9.794730581045151, -1.0901828067004682, -0.08265378326177597, 0.15325085818767548, -0.14173166453838348
248631.09731916667, -0.58198974609375, -9.787846069335938, -0.9750720342993737, -0.14148356020450592, 0.15268690884113312, -0.14150337874889374
248631.1073391667, -0.35775600593537094, -9.828111750483513, -0.9693837167322636, -0.19179999828338623, 0.14595790207386017, -0.11720869690179825
248631.11735916667, -0.29743145149201156, -9.75925435423851, -1.052161725461483, -0.22259165346622467, 0.13688352704048157, -0.09596218913793564
248631.1273791667, -0.34847530525177717, -9.727221552729608, -1.180594501644373, -0.22576293349266052, 0.09745144098997116, -0.08652820438146591
248631.13739916668, -0.38934038082137706, -9.714350076913835, -1.2916639709472657, -0.21567337214946747, 0.04605979472398758, -0.08596982061862946
248631.1474191667, -0.3891906555555761, -9.729766845703125, -1.4346165530383588, -0.20055752992630005, 0.01785825379192829, -0.08473224937915802
248631.15743816667, -0.41089553833007814, -9.727372410893441, -1.64058837890625, -0.17688213288784027, 0.03472144529223442, -0.08281488716602325
248631.1674581667, -0.45774812618270516, -9.661509958505631, -1.8241071890294553, -0.15225721895694733, 0.0834016352891922, -0.08946240693330765
248631.17747816668, -0.46478345951065425, -9.589209136962891, -1.8512005551159383, -0.13633662462234497, 0.11910540610551834, -0.08901654183864594
248631.1874981667, -0.4270618836209178, -9.64025240600109, -1.8595825387537481, -0.11402146518230438, 0.14768245816230774, -0.08805940300226212
248631.19751816668, -0.42481655281037095, -9.673782679438592, -1.88308381408453, -0.08684688806533813, 0.1654748171567917, -0.09154129028320312
248631.2075381667, -0.4228706177137792, -9.649832484126092, -1.8351837158203126, -0.0611812025308609, 0.1536186784505844, -0.09427795559167862
248631.21755816668, -0.3284170349501074, -9.646240539550782, -1.7510586547851563, -0.037324484437704086, 0.12087757140398026, -0.08755811303853989
248631.22757816667, -0.20522324522025884, -9.650282135009766, -1.620380255430937, -0.025359967723488808, 0.08107050508260727, -0.07384949177503586
248631.23759816668, -0.14325211484916509, -9.622440032958984, -1.522184454649687, -0.031571630388498306, 0.05230899900197983, -0.05594739317893982
248631.24761816667, -0.12843294063583016, -9.593850656747819, -1.5078146298229695, -0.041738249361515045, 0.04692621901631355, -0.04951079934835434
248631.25763716668, -0.1942959320638329, -9.593401005864143, -1.5500264105200767, -0.0483955554664135, 0.07085568457841873, -0.05122406408190727
248631.2676571667, -0.24593857725150883, -9.663304468989372, -1.5751741155982018, -0.05779039114713669, 0.08491157740354538, -0.06060504913330078
248631.27767716668, -0.24608824769966306, -9.685009333491326, -1.5530204772949219, -0.0663578063249588, 0.08843722194433212, -0.06825581938028336
248631.28769716667, -0.1904040344618261, -9.676626765131951, -1.5735275396704675, -0.07400932908058167, 0.08626966923475266, -0.06552021950483322
248631.2977171667, -0.11017085275612772, -9.676026840806008, -1.6232243411242964, -0.07155915349721909, 0.07925476133823395, -0.05472932383418083
248631.30773716667, -0.05254072269424796, -9.685308710932732, -1.6970207342505457, -0.06757639348506927, 0.09278788417577744, -0.04297439754009247
248631.3177574167, 0.00029935916885733606, -9.677975717782974, -1.7375868161022665, -0.06709428131580353, 0.0993741899728775, -0.028665868565440178
248631.32777741668, -0.0008981231879442931, -9.706714782714844, -1.7423767089843751, -0.06492780148983002, 0.09275677055120468, -0.021738188341259956
248631.3377974167, -0.027093649310991168, -9.77616976439953, -1.772763373106718, -0.05287913233041763, 0.0956958755850792, -0.02124026231467724
248631.34781741668, -0.05478608091361821, -9.791438013911248, -1.8175201544165611, -0.046440139412879944, 0.08569623529911041, -0.026019837707281113
248631.3578364167, -0.08427472234703601, -9.71854019165039, -1.8184185791015626, -0.043628476560115814, 0.09294435381889343, -0.027285754680633545
248631.36785641668, -0.01047817847225815, -9.689499995112419, -1.8781442324817181, -0.04576166719198227, 0.11123521625995636, -0.012877254746854305
248631.3778764167, 0.041912860069423914, -9.688453928232194, -1.9076332028210163, -0.04393745958805084, 0.10520561784505844, 0.0030328764114528894
248631.38789641668, 0.021555184917524457, -9.697283808588983, -1.9576286508142948, -0.027098823338747025, 0.09052440524101257, 0.01277631800621748
248631.3979164167, -0.009580064420588315, -9.756112060546876, -2.04115510314703, -0.0017972830682992935, 0.07027505338191986, 0.014303657226264477
248631.40793641668, -0.03697308203671128, -9.77721758544445, -2.1091136361658576, 0.02638428844511509, 0.06377321481704712, 0.017164690420031548
248631.41795641667, -0.03861966710072011, -9.731263732910156, -2.1562661679089072, 0.05181276053190231, 0.06788518279790878, 0.01722531020641327
248631.4279764167, -0.05508544008247555, -9.671986414790155, -2.1504278692603114, 0.0723651796579361, 0.0720122829079628, 0.018323063850402832
248631.43799641667, -0.05553448340389878, -9.641599019765854, -2.1050723330676555, 0.0843583345413208, 0.06293511390686035, 0.021855058148503304
248631.4480164167, -0.014070726041682064, -9.59160415649414, -2.0648059210181238, 0.09701766818761826, 0.05301776900887489, 0.03382223844528198
248631.45803641668, 0.04026627043727785, -9.57094711303711, -2.1294713021814826, 0.12033785879611969, 0.05213416367769241, 0.044347506016492844
