timestamp, frame, x, y, z, qx, qy, qz, qw
260186.94685075, 000000, 0.015786437, 0.019895034, 0.051092256, 0.99825627, 0.0132506825, 0.037507534, 0.043612704
260186.963518458, 000001, 0.015852487, 0.019908397, 0.05091019, 0.9982733, 0.01311, 0.03694714, 0.04374191
260186.9801865, 000002, 0.015905138, 0.019944182, 0.050689146, 0.99827904, 0.0131167555, 0.036555365, 0.04393843
260186.996854291, 000003, 0.015699314, 0.020009205, 0.050760094, 0.99827856, 0.013233544, 0.036409594, 0.044035442
260187.013522291, 000004, 0.015636899, 0.02007617, 0.05066793, 0.99827474, 0.013278495, 0.036493145, 0.044040464
260187.030190208, 000005, 0.015610829, 0.020131472, 0.050524063, 0.99826777, 0.013238475, 0.036587488, 0.044131048
260187.046858416, 000006, 0.015587063, 0.02016444, 0.050361082, 0.9982565, 0.01311884, 0.03660936, 0.04440308
260187.063526125, 000007, 0.015567308, 0.020176163, 0.05020239, 0.99824774, 0.012989138, 0.03657613, 0.044664424
260187.080194375, 000008, 0.0155449975, 0.020178221, 0.050051536, 0.99824053, 0.0129867215, 0.036642566, 0.04477178
260187.096861958, 000009, 0.015518229, 0.020173935, 0.049913146, 0.9982394, 0.0130377, 0.036645386, 0.04477961
260187.113529875, 000010, 0.015287185, 0.020223785, 0.04975935, 0.99823904, 0.013146745, 0.03663785, 0.044761635
260187.130197875, 000011, 0.015159297, 0.020239362, 0.049620427, 0.99823654, 0.01334811, 0.03653303, 0.04484412
260187.146865791, 000012, 0.015097607, 0.020240046, 0.04949397, 0.99823684, 0.013456958, 0.036258005, 0.045028336
260187.163533666, 000013, 0.0150839165, 0.020253569, 0.049391102, 0.99824864, 0.013392065, 0.035919033, 0.045056462
260187.180201833, 000014, 0.015070923, 0.02027679, 0.04930477, 0.9982686, 0.013392989, 0.035436727, 0.044996757
260187.196869583, 000015, 0.015050298, 0.020308647, 0.04921945, 0.9982909, 0.013462639, 0.034767285, 0.04500222
260187.213537708, 000016, 0.014853212, 0.020178324, 0.049101233, 0.99832135, 0.0137179205, 0.03406403, 0.044787344
260187.230205375, 000017, 0.014770259, 0.0201629, 0.04903567, 0.99834853, 0.013902474, 0.033547886, 0.044514354
260187.246873333, 000018, 0.014752584, 0.020186525, 0.048983708, 0.99836683, 0.013866886, 0.033205893, 0.044371042
260187.263541291, 000019, 0.014756612, 0.020218132, 0.048900075, 0.9983527, 0.013776374, 0.033154316, 0.044752453
260187.280209208, 000020, 0.014384902, 0.020119915, 0.049211882, 0.99832374, 0.013688352, 0.033354297, 0.045274355
260187.296877166, 000021, 0.014273778, 0.020114658, 0.049306147, 0.9983129, 0.0135143185, 0.03352443, 0.045440093
260187.313545333, 000022, 0.014240321, 0.020132817, 0.049359046, 0.99832, 0.01330539, 0.03355157, 0.04532668
260187.330213125, 000023, 0.01420089, 0.020144992, 0.049413837, 0.99833566, 0.01330863, 0.033306397, 0.045161396
260187.346881, 000024, 0.0141386315, 0.020147942, 0.049482867, 0.9983535, 0.013511352, 0.03289367, 0.045009173
260187.363548958, 000025, 0.014073732, 0.020146163, 0.049585093, 0.9983797, 0.013742007, 0.032516528, 0.044629093
260187.380216916, 000026, 0.014030505, 0.02014403, 0.049701385, 0.99839824, 0.013825279, 0.032435592, 0.044246625
260187.396884666, 000027, 0.01400356, 0.020147491, 0.04980727, 0.9983919, 0.013827632, 0.03276612, 0.044143807
260187.41355275, 000028, 0.013562402, 0.020521583, 0.049883507, 0.99836016, 0.013961416, 0.03341456, 0.044332985
260187.430220708, 000029, 0.013410164, 0.020634247, 0.049983718, 0.99833924, 0.014128066, 0.033895947, 0.04438754
260187.446888791, 000030, 0.0133609, 0.020667454, 0.050110344, 0.99834204, 0.014279149, 0.03396744, 0.044219878
260187.463556458, 000031, 0.013352508, 0.020681275, 0.05023448, 0.998352, 0.014330732, 0.033786625, 0.044118393
260187.480224458, 000032, 0.0133735845, 0.020703463, 0.050367076, 0.99837035, 0.0142249735, 0.033529956, 0.043932106
260187.496892333, 000033, 0.013406839, 0.02072731, 0.050496805, 0.9983845, 0.014119564, 0.03338768, 0.043754384
260187.5135605, 000034, 0.013120471, 0.02066697, 0.050360154, 0.9983832, 0.01419489, 0.033395823, 0.043751903
260187.530228208, 000035, 0.013065124, 0.02067127, 0.050376356, 0.9983863, 0.01415743, 0.033437163, 0.043660745
260187.546896125, 000036, 0.01308962, 0.02070086, 0.050443247, 0.9983971, 0.013983734, 0.03343647, 0.043470364
260187.563564125, 000037, 0.013118067, 0.02073679, 0.05049676, 0.9983941, 0.013872476, 0.033507027, 0.043521773
260187.580232208, 000038, 0.013134806, 0.020771312, 0.050541006, 0.9983847, 0.013807438, 0.033605907, 0.043679915
260187.596899958, 000039, 0.01314816, 0.02080396, 0.050610844, 0.9983935, 0.013737691, 0.03365071, 0.04346618
260187.613567916, 000040, 0.013014991, 0.020684062, 0.05062879, 0.99841404, 0.013682534, 0.03360445, 0.04304639
260187.630235833, 000041, 0.012962633, 0.020625463, 0.0506508, 0.9984277, 0.0137285, 0.033554256, 0.042752154
260187.646904, 000042, 0.012931909, 0.02057801, 0.050634857, 0.99843186, 0.013776816, 0.033432238, 0.04273485
260187.663571833, 000043, 0.01291288, 0.020528639, 0.05058227, 0.99843186, 0.013702017, 0.03331327, 0.04285109
260187.680239666, 000044, 0.012897531, 0.020469796, 0.050497893, 0.99842757, 0.013572522, 0.033317316, 0.042988915
260187.696907541, 000045, 0.01289254, 0.020398835, 0.05039244, 0.9984232, 0.013390111, 0.033410847, 0.043075092
260187.71357575, 000046, 0.012913076, 0.020399177, 0.050355297, 0.99841994, 0.013257672, 0.033564795, 0.04307351
260187.730243458, 000047, 0.012904387, 0.02033703, 0.050198037, 0.9984132, 0.013279389, 0.033559054, 0.04322722
260187.746911625, 000048, 0.012876054, 0.020261414, 0.0499829, 0.998407, 0.013366778, 0.033378143, 0.04348274
260187.763579375, 000049, 0.012841974, 0.020199368, 0.049738523, 0.99840343, 0.01341017, 0.033114694, 0.043750387
260187.780247541, 000050, 0.012800495, 0.020149114, 0.049492516, 0.99841136, 0.013537849, 0.03272348, 0.04382449
260187.796915291, 000051, 0.012770876, 0.020095829, 0.049228396, 0.99841505, 0.013605594, 0.03229292, 0.044039603
260187.813583166, 000052, 0.012846606, 0.019947436, 0.048933137, 0.9984142, 0.013498919, 0.031918928, 0.04436254
260187.830251083, 000053, 0.012870322, 0.01984757, 0.048672747, 0.99840105, 0.0135339415, 0.031871382, 0.044680167
260187.846919125, 000054, 0.012875086, 0.01975697, 0.04842065, 0.9983761, 0.01367495, 0.032168586, 0.044981785
260187.863586958, 000055, 0.012889099, 0.019656083, 0.048183553, 0.9983585, 0.013694279, 0.032401636, 0.045198385
260187.880255166, 000056, 0.012933274, 0.01953482, 0.04795524, 0.99835736, 0.013481905, 0.032323424, 0.045342438
260187.896922875, 000057, 0.0129958205, 0.019387057, 0.047716726, 0.99836004, 0.013159876, 0.031975724, 0.045624495
260187.913591, 000058, 0.013237219, 0.01922793, 0.047481213, 0.99836224, 0.013041475, 0.031552356, 0.045904625
260187.930258791, 000059, 0.013345642, 0.019087084, 0.04728609, 0.99837816, 0.013057368, 0.031096188, 0.045865476
260187.946926708, 000060, 0.013418448, 0.018966073, 0.047121234, 0.9984102, 0.012944555, 0.030542973, 0.045568503
260187.963594583, 000061, 0.013461184, 0.018860526, 0.046955485, 0.9984319, 0.012784166, 0.030023577, 0.04548446
260187.980262583, 000062, 0.013334916, 0.018630566, 0.04674866, 0.99843085, 0.012842813, 0.02982417, 0.045621853
260187.996930458, 000063, 0.013268284, 0.01853331, 0.046611782, 0.9984363, 0.012904942, 0.02971642, 0.045556016
260188.013598708, 000064, 0.0132264, 0.018498188, 0.0465157, 0.9984518, 0.012823436, 0.029597655, 0.045315944
260188.030266416, 000065, 0.013183556, 0.018494928, 0.046417736, 0.99845845, 0.012713958, 0.029518342, 0.045252804
260188.046934333, 000066, 0.013102164, 0.018503001, 0.046300862, 0.9984386, 0.012875986, 0.02961995, 0.04557681
260188.063602291, 000067, 0.012984013, 0.018514885, 0.046189994, 0.99840635, 0.013277996, 0.029935354, 0.045960285
260188.080270125, 000068, 0.012718102, 0.018664801, 0.046676412, 0.9983894, 0.013599452, 0.03036503, 0.045952022
260188.096938041, 000069, 0.012553231, 0.018719768, 0.04683355, 0.99837023, 0.013842038, 0.030917529, 0.0459279
260188.113606, 000070, 0.012427798, 0.01872265, 0.046867672, 0.99834955, 0.013956909, 0.03137658, 0.04603152
260188.130274, 000071, 0.012318527, 0.01869404, 0.046861783, 0.9983401, 0.014018985, 0.03152124, 0.046119783
260188.146942166, 000072, 0.012203742, 0.018646942, 0.04684182, 0.998339, 0.014231429, 0.031471904, 0.04611066
260188.163609833, 000073, 0.012102533, 0.018589135, 0.04681921, 0.9983478, 0.014448101, 0.031309456, 0.045963265
260188.180277791, 000074, 0.012076398, 0.018456388, 0.04708666, 0.998367, 0.01459551, 0.031151576, 0.0456055
260188.19694575, 000075, 0.012052162, 0.01838653, 0.0471729, 0.99838775, 0.014674099, 0.030958693, 0.045255963
260188.213613708, 000076, 0.012045464, 0.01834533, 0.04716731, 0.99840015, 0.01468043, 0.030699894, 0.045157153
260188.230281541, 000077, 0.01206972, 0.018322652, 0.04710472, 0.9984026, 0.0145747885, 0.030310133, 0.04539977
260188.246949541, 000078, 0.01212022, 0.018313212, 0.047025267, 0.99840605, 0.014432574, 0.029804021, 0.045702726
260188.263617541, 000079, 0.012181196, 0.018316135, 0.046962302, 0.9984157, 0.014356427, 0.02937835, 0.045791984
260188.280285625, 000080, 0.012250874, 0.018332435, 0.046927907, 0.9984312, 0.014361984, 0.029139908, 0.04560389
260188.296953416, 000081, 0.012345978, 0.018371051, 0.046914104, 0.99845016, 0.014199756, 0.028990373, 0.04533416
260188.31362125, 000082, 0.012480242, 0.018378513, 0.04673796, 0.9984611, 0.0138743725, 0.028840471, 0.04528906
260188.33028925, 000083, 0.0125721, 0.018457554, 0.046664797, 0.998458, 0.013696525, 0.02877692, 0.04545267
260188.346957166, 000084, 0.012631247, 0.01856987, 0.046639357, 0.99844855, 0.013695173, 0.028784618, 0.045654528
